OrderID,OrderDate,Category,Product,Region,Channel,PaymentMethod,Quantity,UnitPrice,CostPrice,Revenue,CustomerAge,CustomerRating,OrderYear,OrderMonth,OrderMonthName,TotalCost,Profit,ProfitMarginPct
ORD107800,2024-04-17,Beauty,Sunscreen,Central,Online,Net Banking,1,215.43,155.49,215.43,35,5,2024,4,April,155.49,59.94,27.82
ORD105789,2023-12-05,Electronics,Shampoo,North,Online,Net Banking,8,11.92,6.86,95.36,47,5,2023,12,December,54.88,40.48,42.45
ORD103037,2023-03-11,Beauty,Face Serum,Central,Online,Net Banking,4,446.18,321.94,1784.72,33,3,2023,3,March,1287.76,496.96,27.85
ORD107085,2024-02-16,Clothing,Running Shoes,East,Online,Upi,5,352.95,261.39,1764.75,51,5,2024,2,February,1306.95,457.8,25.94
ORD103047,2023-04-13,Home & Kitchen,Table Lamp,Central,In-Store,Cash,8,19.62,11.25,156.96,33,5,2023,4,April,90.0,66.96,42.66
ORD103586,2024-05-06,Toys,Building Blocks,Central,In-Store,Net Banking,8,78.45,51.34,627.6,53,4,2024,5,May,410.72,216.88,34.56
ORD104996,2023-08-16,Beauty,Face Serum,West,Online,Credit Card,9,325.2,256.3,2926.8,22,5,2023,8,August,2306.7,620.1,21.19
ORD108456,2023-01-14,Home & Kitchen,Bedsheet Set,East,Online,Net Banking,7,75.47,34.04,528.29,36,3,2023,1,January,238.28,290.01,54.9
ORD107090,2023-06-09,Beauty,Face Serum,East,In-Store,Net Banking,2,251.41,196.99,502.82,48,1,2023,6,June,393.98,108.84,21.65
ORD107348,2024-04-13,Beauty,Shampoo,West,In-Store,Debit Card,5,164.33,70.81,821.65,53,4,2024,4,April,354.05,467.6,56.91
ORD102325,2024-06-06,Beauty,Sunscreen,West,In-Store,Debit Card,9,460.34,194.29,4143.06,38,3,2024,6,June,1748.61,2394.45,57.79
ORD109383,2024-09-09,Home & Kitchen,Non-Stick Pan,East,In-Store,Net Banking,3,201.88,104.46,605.64,28,4,2024,9,September,313.38,292.26,48.26
ORD104937,2024-06-11,Home & Kitchen,Table Lamp,Central,In-Store,Upi,4,447.58,351.72,1790.32,35,3,2024,6,June,1406.88,383.44,21.42
ORD101259,2023-03-27,Electronics,Wireless Mouse,North,Online,Credit Card,1,459.05,258.28,459.05,50,2,2023,3,March,258.28,200.77,43.74
ORD107304,2023-09-16,Electronics,Laptop Stand,South,In-Store,Credit Card,4,50.03,25.28,200.12,50,5,2023,9,September,101.12,99.0,49.47
ORD106319,2023-10-03,Clothing,Denim Jacket,Central,In-Store,Upi,1,190.32,91.98,190.32,53,5,2023,10,October,91.98,98.34,51.67
ORD107020,2023-04-11,Sports,Dumbbell Set,North,In-Store,Debit Card,8,326.23,175.88,2609.84,35,3,2023,4,April,1407.04,1202.8,46.09
ORD103933,2024-04-18,Home & Kitchen,Bedsheet Set,East,Online,Net Banking,7,401.16,260.68,2808.12,30,5,2024,4,April,1824.76,983.36,35.02
ORD102536,2024-02-11,Clothing,Denim Jacket,North,Online,Upi,3,308.79,221.53,926.37,23,5,2024,2,February,664.59,261.78,28.26
ORD110102,2024-02-01,Home & Kitchen,Blender,West,In-Store,Credit Card,3,338.86,145.92,1016.58,18,1,2024,2,February,437.76,578.82,56.94
ORD103444,2024-04-06,Beauty,Lipstick,West,In-Store,Credit Card,6,239.81,129.61,1438.86,49,5,2024,4,April,777.66,661.2,45.95
ORD108015,2024-11-13,Home & Kitchen,Blender,South,In-Store,Credit Card,5,206.26,147.02,1031.3,26,4,2024,11,November,735.1,296.2,28.72
ORD103096,2024-09-14,Sports,Cricket Bat,South,In-Store,Debit Card,10,359.51,203.73,3595.1,28,4,2024,9,September,2037.3,1557.8,43.33
ORD105876,2024-11-18,Beauty,Face Serum,West,Online,Credit Card,10,92.72,49.18,927.2,22,4,2024,11,November,491.8,435.4,46.96
ORD108176,2023-12-09,Toys,Action Figure,East,Online,Credit Card,10,331.06,162.37,3310.6,37,2,2023,12,December,1623.7,1686.9,50.95
ORD106183,2023-03-13,Sports,Dumbbell Set,North,In-Store,Debit Card,2,355.75,148.06,711.5,30,2,2023,3,March,296.12,415.38,58.38
ORD109005,2023-09-07,Clothing,Cotton T-Shirt,South,In-Store,Credit Card,5,146.33,116.9,731.65,38,3,2023,9,September,584.5,147.15,20.11
ORD106901,2024-05-04,Home & Kitchen,Storage Boxes,South,Online,Credit Card,8,23.98,9.85,191.84,41,4,2024,5,May,78.8,113.04,58.92
ORD109772,2023-06-04,Clothing,Summer Dress,East,Online,Upi,8,44.01,27.23,352.08,30,3,2023,6,June,217.84,134.24,38.13
ORD107819,2024-11-09,Electronics,Laptop Stand,East,In-Store,Cash,9,341.73,223.77,3075.57,47,3,2024,11,November,2013.93,1061.64,34.52
ORD108930,2023-07-28,Beauty,Perfume,North,In-Store,Credit Card,4,48.43,28.27,193.72,46,5,2023,7,July,113.08,80.64,41.63
ORD104957,2024-05-07,Toys,Rc Car,South,In-Store,Upi,1,117.01,92.46,117.01,46,4,2024,5,May,92.46,24.55,20.98
ORD104528,2023-02-26,Beauty,Shampoo,North,In-Store,Upi,10,337.63,266.15,3376.3,36,3,2023,2,February,2661.5,714.8,21.17
ORD108076,2024-03-15,Electronics,Wireless Mouse,West,Online,Debit Card,6,112.26,78.88,673.56,18,5,2024,3,March,473.28,200.28,29.73
ORD101000,2024-08-10,Beauty,Face Serum,Central,Online,Net Banking,2,422.45,250.95,844.9,51,5,2024,8,August,501.9,343.0,40.6
ORD110155,2023-05-25,Clothing,Summer Dress,North,Online,Upi,7,269.03,191.77,1883.21,18,4,2023,5,May,1342.39,540.82,28.72
ORD106792,2024-12-25,Clothing,Running Shoes,West,In-Store,Upi,6,291.13,177.33,1746.78,18,3,2024,12,December,1063.98,682.8,39.09
ORD106359,2024-09-08,Home & Kitchen,Non-Stick Pan,West,Online,Credit Card,9,447.58,189.34,4028.22,38,3,2024,9,September,1704.06,2324.16,57.7
ORD105990,2023-06-02,Clothing,Cotton T-Shirt,Central,Online,Debit Card,5,45.96,29.25,229.8,43,1,2023,6,June,146.25,83.55,36.36
ORD100113,2023-03-21,Home & Kitchen,Table Lamp,South,Online,Debit Card,3,63.49,43.09,190.47,48,3,2023,3,March,129.27,61.2,32.13
ORD103371,2024-10-13,Clothing,Summer Dress,West,Online,Net Banking,4,297.67,156.55,1190.68,39,4,2024,10,October,626.2,564.48,47.41
ORD100263,2024-07-20,Electronics,Laptop Stand,Central,In-Store,Net Banking,4,323.78,182.45,1295.12,28,3,2024,7,July,729.8,565.32,43.65
ORD110228,2024-10-03,Electronics,Usb-C Hub,East,Online,Upi,1,44.08,34.76,44.08,42,3,2024,10,October,34.76,9.32,21.14
ORD103827,2023-10-10,Home & Kitchen,Storage Boxes,West,Online,Cash,7,191.0,151.46,1337.0,25,4,2023,10,October,1060.22,276.78,20.7
ORD108190,2024-04-07,Sports,Football,North,Online,Credit Card,1,228.19,181.03,228.19,31,2,2024,4,April,181.03,47.16,20.67
ORD104714,2024-12-13,Home & Kitchen,Blender,Central,In-Store,Upi,10,467.85,292.91,4678.5,30,5,2024,12,December,2929.1,1749.4,37.39
ORD109197,2023-03-20,Electronics,Laptop Stand,North,Online,Credit Card,1,293.11,224.52,293.11,30,4,2023,3,March,224.52,68.59,23.4
ORD103024,2023-10-28,Clothing,Running Shoes,Central,In-Store,Credit Card,10,424.75,232.37,4247.5,39,1,2023,10,October,2323.7,1923.8,45.29
ORD108095,2024-06-21,Beauty,Sunscreen,North,In-Store,Upi,1,251.41,379.82,251.41,26,5,2024,6,June,379.82,-128.41,-51.08
ORD109589,2023-09-18,Electronics,Usb-C Hub,North,Online,Credit Card,7,213.23,98.72,1492.61,36,5,2023,9,September,691.04,801.57,53.7
ORD102533,2023-11-08,Home & Kitchen,Storage Boxes,East,Online,Upi,8,111.99,71.26,895.92,38,1,2023,11,November,570.08,325.84,36.37
ORD105904,2023-11-25,Home & Kitchen,Non-Stick Pan,East,In-Store,Upi,5,358.06,253.51,1790.3,22,3,2023,11,November,1267.55,522.75,29.2
ORD103120,2024-02-12,Home & Kitchen,Blender,Central,In-Store,Credit Card,2,279.0,180.36,558.0,18,5,2024,2,February,360.72,197.28,35.35
ORD104358,2024-10-12,Sports,Resistance Bands,West,In-Store,Upi,7,24.92,17.48,174.44,53,3,2024,10,October,122.36,52.08,29.86
ORD108177,2024-08-31,Beauty,Lipstick,Central,In-Store,Debit Card,5,158.66,145.92,793.3,34,4,2024,8,August,729.6,63.7,8.03
ORD109976,2023-03-14,Home & Kitchen,Table Lamp,East,In-Store,Cash,4,70.63,33.11,282.52,38,5,2023,3,March,132.44,150.08,53.12
ORD104745,2023-08-05,Beauty,Perfume,West,In-Store,Credit Card,10,399.79,273.43,3997.9,39,4,2023,8,August,2734.3,1263.6,31.61
ORD100546,2024-10-11,Toys,Puzzle Set,West,In-Store,Cash,2,332.38,157.57,664.76,52,4,2024,10,October,315.14,349.62,52.59
ORD103610,2024-11-26,Sports,Resistance Bands,West,Online,Credit Card,1,217.78,145.92,217.78,50,3,2024,11,November,145.92,71.86,33.0
ORD107833,2024-11-06,Home & Kitchen,Bedsheet Set,North,Online,Upi,7,323.36,246.11,2263.52,28,4,2024,11,November,1722.77,540.75,23.89
ORD100198,2024-11-04,Beauty,Face Serum,East,Online,Credit Card,4,324.73,204.03,1298.92,21,4,2024,11,November,816.12,482.8,37.17
ORD107034,2023-10-21,Electronics,Laptop Stand,South,Online,Cash,6,178.67,77.44,1072.02,28,5,2023,10,October,464.64,607.38,56.66
ORD100644,2024-11-01,Clothing,Running Shoes,North,Online,Debit Card,7,282.08,172.34,1974.56,44,5,2024,11,November,1206.38,768.18,38.9
ORD104544,2023-11-25,Electronics,Usb-C Hub,North,Online,Credit Card,8,296.03,218.16,2368.24,45,3,2023,11,November,1745.28,622.96,26.3
ORD109007,2024-01-30,Electronics,Smartwatch,Central,In-Store,Upi,2,282.7,177.78,565.4,35,5,2024,1,January,355.56,209.84,37.11
ORD109655,2023-07-01,Beauty,Sunscreen,Central,In-Store,Net Banking,5,126.47,77.09,632.35,38,4,2023,7,July,385.45,246.9,39.04
ORD107580,2023-11-08,Clothing,Running Shoes,Central,In-Store,Cash,4,362.84,247.85,1451.36,32,4,2023,11,November,991.4,459.96,31.69
ORD109946,2024-09-23,Electronics,Wireless Mouse,North,Online,Cash,10,264.59,138.29,2645.9,34,3,2024,9,September,1382.9,1263.0,47.73
ORD109263,2024-02-16,Home & Kitchen,Bedsheet Set,South,Online,Net Banking,10,73.53,42.54,735.3,37,1,2024,2,February,425.4,309.9,42.15
ORD105718,2024-09-29,Sports,Yoga Mat,Central,In-Store,Cash,6,99.84,77.61,599.04,46,3,2024,9,September,465.66,133.38,22.27
ORD107095,2024-01-24,Toys,Rc Car,North,Online,Upi,4,425.08,173.57,1700.32,29,2,2024,1,January,694.28,1006.04,59.17
ORD102427,2024-03-02,Clothing,Running Shoes,West,In-Store,Credit Card,10,290.63,141.96,2906.3,34,5,2024,3,March,1419.6,1486.7,51.15
ORD102839,2023-10-24,Electronics,Usb-C Hub,West,In-Store,Debit Card,7,388.55,175.58,2719.85,31,5,2023,10,October,1229.06,1490.79,54.81
ORD103862,2024-03-14,Clothing,Wool Sweater,Central,Online,Upi,7,470.62,226.22,3294.34,25,3,2024,3,March,1583.54,1710.8,51.93
ORD109990,2023-12-01,Toys,Building Blocks,East,In-Store,Debit Card,7,263.14,177.81,1841.98,27,3,2023,12,December,1244.67,597.31,32.43
ORD101492,2024-04-16,Home & Kitchen,Table Lamp,Central,In-Store,Upi,7,194.15,87.93,1359.05,30,4,2024,4,April,615.51,743.54,54.71
ORD109642,2024-05-08,Beauty,Face Serum,North,Online,Credit Card,4,69.12,50.07,276.48,23,2,2024,5,May,200.28,76.2,27.56
ORD110069,2024-04-17,Sports,Dumbbell Set,North,Online,Net Banking,9,465.07,324.16,4185.63,24,3,2024,4,April,2917.44,1268.19,30.3
ORD103002,2024-06-03,Sports,Dumbbell Set,West,In-Store,Upi,3,185.8,103.51,557.4,42,5,2024,6,June,310.53,246.87,44.29
ORD101640,2024-03-05,Sports,Dumbbell Set,North,In-Store,Debit Card,8,227.72,154.2,1821.76,41,5,2024,3,March,1233.6,588.16,32.29
ORD110298,2024-07-01,Clothing,Denim Jacket,Central,In-Store,Upi,8,256.09,195.11,2048.72,33,5,2024,7,July,1560.88,487.84,23.81
ORD105031,2024-02-13,Toys,Building Blocks,Central,In-Store,Credit Card,4,200.45,145.92,801.8,57,2,2024,2,February,583.68,218.12,27.2
ORD106704,2024-05-28,Clothing,Denim Jacket,South,Online,Upi,5,360.93,186.51,1804.65,18,1,2024,5,May,932.55,872.1,48.33
ORD107478,2024-12-17,Toys,Board Game,East,Online,Debit Card,6,251.41,73.76,1508.46,27,3,2024,12,December,442.56,1065.9,70.66
ORD106970,2023-09-14,Sports,Yoga Mat,North,Online,Cash,10,9.89,7.14,98.9,61,1,2023,9,September,71.4,27.5,27.81
ORD106025,2023-06-23,Beauty,Shampoo,North,In-Store,Debit Card,4,14.2,11.1,56.8,60,3,2023,6,June,44.4,12.4,21.83
ORD110080,2024-12-01,Toys,Rc Car,East,Online,Net Banking,3,286.49,224.8,859.47,27,4,2024,12,December,674.4,185.07,21.53
ORD100411,2024-08-09,Electronics,Usb-C Hub,Central,Online,Upi,4,245.9,184.27,983.6,32,3,2024,8,August,737.08,246.52,25.06
ORD105967,2024-07-23,Toys,Action Figure,South,Online,Credit Card,9,204.73,101.73,1842.57,49,2,2024,7,July,915.57,927.0,50.31
ORD101583,2023-01-04,Beauty,Shampoo,South,In-Store,Debit Card,2,166.45,97.78,332.9,39,4,2023,1,January,195.56,137.34,41.26
ORD106277,2024-01-21,Home & Kitchen,Bedsheet Set,North,Online,Cash,4,93.58,62.03,374.32,28,4,2024,1,January,248.12,126.2,33.71
ORD100434,2024-07-22,Sports,Football,North,In-Store,Net Banking,6,246.98,164.67,1481.88,51,5,2024,7,July,988.02,493.86,33.33
ORD105965,2023-02-15,Toys,Puzzle Set,Central,Online,Upi,2,486.06,229.18,972.12,26,5,2023,2,February,458.36,513.76,52.85
ORD106228,2024-09-03,Clothing,Summer Dress,Central,Online,Upi,1,195.62,87.07,195.62,38,4,2024,9,September,87.07,108.55,55.49
ORD106628,2024-11-03,Sports,Football,Central,Online,Upi,2,241.23,154.83,482.46,45,3,2024,11,November,309.66,172.8,35.82
ORD103987,2023-04-11,Home & Kitchen,Non-Stick Pan,Central,In-Store,Net Banking,9,270.98,156.53,2438.82,34,1,2023,4,April,1408.77,1030.05,42.24
ORD103784,2024-07-27,Home & Kitchen,Bedsheet Set,North,Online,Debit Card,6,416.14,225.62,2496.84,47,3,2024,7,July,1353.72,1143.12,45.78
ORD100419,2024-04-17,Clothing,Running Shoes,West,In-Store,Cash,5,85.94,47.82,429.7,18,3,2024,4,April,239.1,190.6,44.36
ORD104416,2024-08-11,Toys,Puzzle Set,East,Online,Cash,1,443.93,207.66,443.93,43,4,2024,8,August,207.66,236.27,53.22
ORD109319,2023-05-24,Beauty,Face Serum,East,Online,Upi,7,42.45,27.15,297.15,58,3,2023,5,May,190.05,107.1,36.04
ORD100202,2023-12-05,Toys,Rc Car,South,Online,Net Banking,3,44.72,27.27,134.16,41,4,2023,12,December,81.81,52.35,39.02
ORD110084,2024-04-05,Beauty,Perfume,North,In-Store,Upi,4,304.48,196.02,1217.92,45,4,2024,4,April,784.08,433.84,35.62
ORD104627,2023-09-09,Electronics,Bluetooth Speaker,East,Online,Cash,6,18.61,9.48,111.66,41,3,2023,9,September,56.88,54.78,49.06
ORD104396,2023-09-03,Home & Kitchen,Storage Boxes,Central,In-Store,Net Banking,7,408.18,268.6,2857.26,20,1,2023,9,September,1880.2,977.06,34.2
ORD107643,2024-06-25,Toys,Rc Car,South,Online,Net Banking,1,117.94,59.41,117.94,26,4,2024,6,June,59.41,58.53,49.63
ORD103832,2024-06-15,Clothing,Cotton T-Shirt,East,In-Store,Net Banking,5,215.53,138.29,1077.65,24,2,2024,6,June,691.45,386.2,35.84
ORD108130,2023-09-01,Home & Kitchen,Blender,East,Online,Net Banking,6,16.55,7.02,99.3,25,5,2023,9,September,42.12,57.18,57.58
ORD104611,2023-01-07,Electronics,Laptop Stand,South,Online,Debit Card,2,404.71,183.78,809.42,35,3,2023,1,January,367.56,441.86,54.59
ORD108182,2024-10-10,Clothing,Running Shoes,Central,Online,Net Banking,3,459.22,357.57,1377.66,31,3,2024,10,October,1072.71,304.95,22.14
ORD106897,2024-10-06,Electronics,Perfume,West,In-Store,Net Banking,3,407.96,284.79,1223.88,58,5,2024,10,October,854.37,369.51,30.19
ORD108078,2024-10-15,Toys,Board Game,Central,In-Store,Debit Card,5,217.5,102.41,1087.5,56,4,2024,10,October,512.05,575.45,52.91
ORD107765,2023-10-09,Clothing,Denim Jacket,South,In-Store,Upi,3,235.8,157.18,707.4,29,4,2023,10,October,471.54,235.86,33.34
ORD100253,2023-05-11,Clothing,Summer Dress,South,In-Store,Cash,5,457.85,249.51,2289.25,37,1,2023,5,May,1247.55,1041.7,45.5
ORD104438,2023-02-22,Sports,Yoga Mat,Central,In-Store,Upi,8,439.11,212.3,3512.88,18,1,2023,2,February,1698.4,1814.48,51.65
ORD106347,2024-12-02,Home & Kitchen,Bedsheet Set,North,Online,Debit Card,10,434.38,277.81,4343.8,38,5,2024,12,December,2778.1,1565.7,36.04
ORD107646,2024-09-05,Electronics,Usb-C Hub,West,In-Store,Credit Card,10,289.38,148.98,2893.8,38,5,2024,9,September,1489.8,1404.0,48.52
ORD109902,2023-02-01,Sports,Resistance Bands,East,In-Store,Debit Card,8,189.12,141.48,1512.96,37,4,2023,2,February,1131.84,381.12,25.19
ORD101517,2023-01-15,Beauty,Lipstick,South,In-Store,Credit Card,2,227.92,159.45,455.84,26,4,2023,1,January,318.9,136.94,30.04
ORD106160,2023-10-19,Home & Kitchen,Storage Boxes,North,In-Store,Debit Card,8,252.16,171.66,2017.28,61,4,2023,10,October,1373.28,644.0,31.92
ORD108747,2023-02-21,Clothing,Cotton T-Shirt,South,Online,Upi,4,275.56,218.44,1102.24,24,3,2023,2,February,873.76,228.48,20.73
ORD100594,2023-05-06,Toys,Building Blocks,South,In-Store,Cash,3,420.7,232.87,1262.1,38,5,2023,5,May,698.61,563.49,44.65
ORD108683,2023-07-06,Home & Kitchen,Non-Stick Pan,South,Online,Cash,3,477.39,234.99,1432.17,52,3,2023,7,July,704.97,727.2,50.78
ORD109594,2024-02-19,Electronics,Usb-C Hub,East,Online,Upi,10,115.21,67.77,1152.1,35,4,2024,2,February,677.7,474.4,41.18
ORD109787,2023-11-09,Electronics,Wireless Mouse,North,In-Store,Net Banking,3,251.41,104.5,754.23,43,2,2023,11,November,313.5,440.73,58.43
ORD101007,2023-11-21,Clothing,Denim Jacket,North,In-Store,Net Banking,6,219.57,175.41,1317.42,32,3,2023,11,November,1052.46,264.96,20.11
ORD109670,2023-05-17,Beauty,Face Serum,Central,Online,Debit Card,5,448.06,313.81,2240.3,41,3,2023,5,May,1569.05,671.25,29.96
ORD107082,2023-12-16,Beauty,Face Serum,West,In-Store,Upi,7,251.41,273.96,1759.87,32,5,2023,12,December,1917.72,-157.85,-8.97
ORD104215,2023-06-06,Electronics,Usb-C Hub,Central,Online,Debit Card,4,356.02,154.48,1424.08,29,4,2023,6,June,617.92,806.16,56.61
ORD108343,2023-09-01,Electronics,Wool Sweater,West,In-Store,Upi,5,84.24,64.27,421.2,36,5,2023,9,September,321.35,99.85,23.71
ORD107437,2023-02-07,Sports,Resistance Bands,East,Online,Upi,3,311.46,187.57,934.38,43,3,2023,2,February,562.71,371.67,39.78
ORD104109,2023-07-10,Clothing,Summer Dress,West,Online,Credit Card,9,456.88,320.72,4111.92,29,4,2023,7,July,2886.48,1225.44,29.8
ORD106166,2024-12-15,Sports,Resistance Bands,West,In-Store,Credit Card,8,158.6,66.6,1268.8,38,3,2024,12,December,532.8,736.0,58.01
ORD109137,2023-04-16,Home & Kitchen,Non-Stick Pan,South,Online,Cash,3,256.34,129.93,769.02,61,3,2023,4,April,389.79,379.23,49.31
ORD101392,2024-11-05,Home & Kitchen,Table Lamp,East,Online,Upi,10,203.15,147.23,2031.5,50,4,2024,11,November,1472.3,559.2,27.53
ORD103176,2023-12-25,Sports,Cricket Bat,South,In-Store,Net Banking,9,262.89,156.43,2366.01,58,5,2023,12,December,1407.87,958.14,40.5
ORD104326,2023-05-17,Home & Kitchen,Blender,East,In-Store,Cash,2,344.98,216.35,689.96,53,5,2023,5,May,432.7,257.26,37.29
ORD108448,2023-07-29,Electronics,Wireless Mouse,South,In-Store,Debit Card,10,122.46,83.27,1224.6,60,4,2023,7,July,832.7,391.9,32.0
ORD107214,2023-06-08,Electronics,Bluetooth Speaker,East,In-Store,Upi,5,52.5,41.87,262.5,33,3,2023,6,June,209.35,53.15,20.25
ORD106496,2023-09-20,Clothing,Denim Jacket,Central,Online,Credit Card,10,346.44,140.06,3464.4,27,2,2023,9,September,1400.6,2063.8,59.57
ORD103822,2023-04-21,Beauty,Perfume,East,Online,Upi,10,117.0,83.91,1170.0,31,2,2023,4,April,839.1,330.9,28.28
ORD102040,2024-11-26,Sports,Dumbbell Set,Central,In-Store,Upi,5,176.63,123.39,883.15,41,3,2024,11,November,616.95,266.2,30.14
ORD104374,2023-10-14,Clothing,Running Shoes,East,In-Store,Net Banking,7,240.52,159.09,1683.64,34,3,2023,10,October,1113.63,570.01,33.86
ORD102863,2024-08-06,Home & Kitchen,Bedsheet Set,South,In-Store,Credit Card,3,196.31,95.11,588.93,32,3,2024,8,August,285.33,303.6,51.55
ORD102003,2024-12-18,Electronics,Laptop Stand,North,In-Store,Cash,3,483.83,245.51,1451.49,31,4,2024,12,December,736.53,714.96,49.26
ORD105165,2024-12-30,Beauty,Perfume,East,Online,Credit Card,1,12.89,9.55,12.89,41,5,2024,12,December,9.55,3.34,25.91
ORD105034,2024-09-18,Toys,Board Game,North,In-Store,Cash,6,424.12,196.46,2544.72,51,3,2024,9,September,1178.76,1365.96,53.68
ORD109430,2024-01-29,Beauty,Sunscreen,North,In-Store,Debit Card,6,316.29,128.04,1897.74,47,3,2024,1,January,768.24,1129.5,59.52
ORD102070,2024-06-28,Home & Kitchen,Non-Stick Pan,East,Online,Net Banking,3,143.83,66.72,431.49,38,4,2024,6,June,200.16,231.33,53.61
ORD108508,2024-04-15,Sports,Yoga Mat,East,In-Store,Credit Card,9,48.25,34.01,434.25,31,4,2024,4,April,306.09,128.16,29.51
ORD109880,2024-05-27,Sports,Resistance Bands,North,In-Store,Credit Card,5,10.13,6.95,50.65,40,4,2024,5,May,34.75,15.9,31.39
ORD101789,2024-10-22,Sports,Football,East,Online,Credit Card,6,51.31,20.87,307.86,34,3,2024,10,October,125.22,182.64,59.33
ORD103761,2023-04-05,Beauty,Perfume,Central,Online,Upi,7,131.93,99.8,923.51,41,4,2023,4,April,698.6,224.91,24.35
ORD105592,2023-07-07,Sports,Football,East,In-Store,Cash,3,76.64,40.05,229.92,28,3,2023,7,July,120.15,109.77,47.74
ORD106619,2023-06-12,Sports,Cricket Bat,North,Online,Debit Card,10,122.44,73.32,1224.4,42,3,2023,6,June,733.2,491.2,40.12
ORD102521,2023-06-27,Home & Kitchen,Storage Boxes,East,In-Store,Credit Card,5,91.14,64.19,455.7,32,4,2023,6,June,320.95,134.75,29.57
ORD108940,2023-03-15,Sports,Resistance Bands,West,Online,Net Banking,8,235.05,169.37,1880.4,27,3,2023,3,March,1354.96,525.44,27.94
ORD104130,2024-05-23,Clothing,Cotton T-Shirt,North,Online,Net Banking,9,250.0,194.57,2250.0,48,5,2024,5,May,1751.13,498.87,22.17
ORD101255,2024-12-18,Electronics,Smartwatch,North,Online,Credit Card,4,276.33,129.84,1105.32,60,3,2024,12,December,519.36,585.96,53.01
ORD100632,2024-04-29,Electronics,Smartwatch,East,In-Store,Debit Card,2,105.86,64.5,211.72,49,3,2024,4,April,129.0,82.72,39.07
ORD101056,2024-04-10,Sports,Dumbbell Set,Central,Online,Net Banking,6,252.68,170.9,1516.08,50,4,2024,4,April,1025.4,490.68,32.37
ORD110400,2024-10-06,Beauty,Face Serum,West,In-Store,Cash,8,479.0,364.91,3832.0,44,2,2024,10,October,2919.28,912.72,23.82
ORD107786,2023-04-02,Home & Kitchen,Table Lamp,West,Online,Debit Card,1,240.86,138.94,240.86,28,5,2023,4,April,138.94,101.92,42.32
ORD102316,2024-11-20,Toys,Action Figure,South,Online,Net Banking,2,395.58,213.77,791.16,18,4,2024,11,November,427.54,363.62,45.96
ORD104511,2024-07-23,Beauty,Face Serum,East,In-Store,Debit Card,5,265.77,163.42,1328.85,30,3,2024,7,July,817.1,511.75,38.51
ORD104140,2024-03-20,Home & Kitchen,Storage Boxes,North,In-Store,Debit Card,9,237.16,177.76,2134.44,46,1,2024,3,March,1599.84,534.6,25.05
ORD103872,2024-09-29,Toys,Puzzle Set,Central,In-Store,Upi,1,148.87,73.46,148.87,38,1,2024,9,September,73.46,75.41,50.65
ORD100307,2023-10-29,Sports,Resistance Bands,South,In-Store,Upi,6,94.38,59.19,566.28,40,5,2023,10,October,355.14,211.14,37.29
ORD105925,2024-04-28,Sports,Yoga Mat,South,Online,Upi,3,411.69,303.67,1235.07,29,1,2024,4,April,911.01,324.06,26.24
ORD100766,2024-03-07,Home & Kitchen,Blender,East,In-Store,Debit Card,9,14.46,8.54,130.14,51,3,2024,3,March,76.86,53.28,40.94
ORD102162,2024-04-22,Sports,Football,North,Online,Credit Card,5,465.29,276.16,2326.45,25,5,2024,4,April,1380.8,945.65,40.65
ORD103899,2024-10-01,Beauty,Perfume,North,Online,Cash,1,447.88,223.68,447.88,37,5,2024,10,October,223.68,224.2,50.06
ORD100331,2023-08-17,Beauty,Perfume,West,Online,Cash,7,305.83,185.05,2140.81,43,1,2023,8,August,1295.35,845.46,39.49
ORD102350,2023-11-07,Sports,Cricket Bat,South,Online,Debit Card,9,259.71,124.68,2337.39,48,2,2023,11,November,1122.12,1215.27,51.99
ORD110446,2023-05-02,Electronics,Yoga Mat,Central,Online,Upi,4,106.97,145.92,427.88,43,3,2023,5,May,583.68,-155.8,-36.41
ORD109386,2023-04-03,Electronics,Smartwatch,East,In-Store,Net Banking,5,474.38,206.8,2371.9,45,2,2023,4,April,1034.0,1337.9,56.41
ORD104671,2023-11-15,Electronics,Smartwatch,Central,Online,Credit Card,1,270.53,188.52,270.53,47,3,2023,11,November,188.52,82.01,30.31
ORD106484,2023-06-27,Clothing,Denim Jacket,East,In-Store,Debit Card,2,362.71,157.68,725.42,38,1,2023,6,June,315.36,410.06,56.53
ORD104680,2024-09-19,Clothing,Denim Jacket,East,In-Store,Cash,4,379.87,241.01,1519.48,46,4,2024,9,September,964.04,555.44,36.55
ORD110448,2024-09-10,Toys,Board Game,North,Online,Credit Card,6,310.03,145.92,1860.18,22,1,2024,9,September,875.52,984.66,52.93
ORD107015,2024-07-28,Electronics,Smartwatch,East,Online,Net Banking,5,63.98,36.03,319.9,33,2,2024,7,July,180.15,139.75,43.69
ORD101610,2023-06-10,Electronics,Usb-C Hub,South,Online,Upi,8,231.16,136.39,1849.28,42,5,2023,6,June,1091.12,758.16,41.0
ORD100914,2024-12-07,Clothing,Cotton T-Shirt,East,In-Store,Credit Card,5,128.98,83.83,644.9,52,5,2024,12,December,419.15,225.75,35.01
ORD100966,2024-05-21,Home & Kitchen,Non-Stick Pan,East,In-Store,Debit Card,7,32.81,19.57,229.67,32,3,2024,5,May,136.99,92.68,40.35
ORD109882,2024-05-04,Beauty,Sunscreen,West,Online,Debit Card,3,403.33,275.04,1209.99,40,3,2024,5,May,825.12,384.87,31.81
