OrderID,OrderDate,Category,Product,Region,Channel,PaymentMethod,Quantity,UnitPrice,CostPrice,Revenue,CustomerAge,CustomerRating
ORD109508,05-23-2024,ELECTRONICS,USB-C Hub,West,In-Store,Credit Card,8,55.32,40.59,442.56,54.0,3.0
ORD100762,26-Apr-2023,home & kitchen ,Blender,West,In-Store,UPI,2 ,288.9,,577.8,35.0,
ORD108945,08-31-2023,toys ,Puzzle Set,North,Online,Cash,2,5.17,2.19,10.34,24.0,5.0
ORD105377,2024-11-24,SPORTS,Resistance Bands,South,In-Store,Cash,10,366.1,234.6,3661.0,,3.0
ORD107460,10/07/2024,sports ,Resistance Bands,East,In-Store,Debit Card,9,39.13,26.82,352.17,38.0,4.0
ORD100480,04/05/2023,electronics ,Bluetooth Speaker,West,In-Store,UPI,6,299.27,179.17,1795.62,28.0,3.0
ORD101731,2024-12-02,Electronics,USB-C Hub,South,In-Store,Credit Card,6,300.19,153.0,1801.14,22.0,
ORD100696,07/11/2024,,Table Lamp,Central,In-Store,Net Banking,7,258.77,133.89,1811.39,36.0,1.0
ORD108090,07-19-2023,toys ,Action Figure,West,Online,UPI,4,$192.73,152.15,770.92,37.0,1.0
ORD108066,11-24-2024,sports ,Resistance Bands,South,Online,Net Banking,2,133.19,62.89,11711.558311865623,54.0,4.0
ORD107486,08-Oct-2023,BEAUTY,Lipstick,East,Online,Credit Card,5,279.88,115.26,1399.4,21.0,1.0
ORD100171,07/11/2024, Beauty,Perfume,East,Online,Cash,3,$201.29,130.6,603.87,,3.0
ORD109543,11-Feb-2023, Sports,Football,West,In-Store,Debit Card,3,53.03,25.06,159.09,55.0,
ORD103309,05-May-2023, Clothing,Cotton T-Shirt,North,Online,Debit Card,4,410.57,185.69,1642.28,51.0,4.0
ORD105607,2023-03-15,SPORTS,Resistance Bands,South,In-Store,Cash,3,89.51,66.97,268.53,43.0,3.0
ORD110435,01-08-2023, Sports,Football,North,Online,Cash,5,164.1,109.89,820.5,,3.0
ORD108388,07-Nov-2024,Electronics,USB-C Hub,South,Online,Debit Card,9,288.43,120.29,2595.87,44.0,3.0
ORD102944,2024-01-13,ELECTRONICS,Wireless Mouse,West,In-Store,Credit Card,5,89.62,37.42,448.1,52.0,4.0
ORD106314,2023-09-22,Clothing,Summer Dress,East,Online,Credit Card,8,71.51,39.79,572.08,,5.0
ORD108926,04-Sep-2024,CLOTHING,Summer Dress,West,In-Store,Debit Card,4,360.07,285.17,1440.28,64.0,2.0
ORD108875,2023-06-08,Toys,RC Car,Central,In-Store,Credit Card,5,498.98,281.86,2494.9,44.0,4.0
ORD101397,17/10/2024,CLOTHING,Cotton T-Shirt,Central,Online,Cash,10,$440.48,184.86,4404.8,50.0,4.0
ORD108571,04-15-2023,beauty ,Sunscreen,North,In-Store,Credit Card,2,$406.07,208.37,812.14,43.0,
ORD102472,01-11-2023,clothing ,Summer Dress,West,In-Store,UPI,10,435.75,198.47,4357.5,36.0,4.0
ORD108161,08-19-2023, Electronics,Bluetooth Speaker,Central,In-Store,Debit Card,5,104.72,79.11,523.6,62.0,1.0
ORD110002,2023-05-13,electronics ,USB-C Hub,East,In-Store,Cash,5,105.87,51.59,529.35,47.0,5.0
ORD106902,06-04-2024,Clothing,Running Shoes,North,In-Store,Credit Card,10,46.26,26.6,462.6,62.0,5.0
ORD104839,16-Jan-2024,sports ,Cricket Bat,South,Online,UPI,5,366.73,190.56,1833.65,36.0,5.0
ORD101086,10-11-2024,,Shampoo,West,Online,Credit Card,4,402.88,183.25,1611.52,40.0,3.0
ORD102081,2023-08-28, Electronics,Smartwatch,Central,Online,UPI,10,481.0,252.59,4810.0,34.0,5.0
ORD103250,03/06/2023, Home & Kitchen,Blender,East,Online,Debit Card,1,$100.88,48.76,100.88,45.0,5.0
ORD103894,22/09/2024, Electronics,Bluetooth Speaker,South,In-Store,Cash,1,$287.01,149.94,287.01,29.0,1.0
ORD101787,15-Dec-2023,,Yoga Mat,West,Online,Credit Card,10 ,443.86,250.5,4438.6,53.0,
ORD103197,02-Jul-2024, Beauty,Face Serum,West,In-Store,Debit Card,4,212.04,132.25,848.16,40.0,3.0
ORD105764,29/03/2023, Sports,Dumbbell Set,Central,In-Store,Credit Card,9,477.18,244.04,4294.62,,3.0
ORD105053,18/03/2023, Home & Kitchen,Bedsheet Set,North,In-Store,Credit Card,8,314.48,187.48,2515.84,50.0,
ORD106136,18/12/2023,CLOTHING,Cotton T-Shirt,West,In-Store,Cash,4,41.32,29.96,165.28,20.0,4.0
ORD109815,07/01/2024,Sports,Football,North,In-Store,Debit Card,6,202.97,154.05,1217.82,18.0,3.0
ORD107234,10-11-2024, Sports,Dumbbell Set,East,In-Store,UPI,4,$75.14,43.67,300.56,37.0,5.0
ORD102993,22/12/2023, Toys,RC Car,North,In-Store,Debit Card,1,248.47,175.76,248.47,34.0,3.0
ORD103345,04-Jan-2024,Toys,Action Figure,East,Online,Credit Card,8,430.23,185.3,3441.84,150.0,3.0
ORD109118,20/07/2023,Sports,Football,West,In-Store,Debit Card,10,66.53,,665.3,36.0,5.0
ORD100428,2023-03-01,Beauty,Sunscreen,Central,Online,Debit Card,10,294.75,220.27,2947.5,34.0,5.0
ORD105402,13/03/2023,toys ,Building Blocks,North,In-Store,Cash,7,$175.76,77.67,1230.32,40.0,5.0
ORD108467,17/02/2024,sports ,Resistance Bands,South,In-Store,Credit Card,4,122.43,80.45,489.72,,3.0
ORD101391,01-Jul-2023,home & kitchen ,Table Lamp,North,In-Store,Net Banking,4,110.93,56.94,443.72,22.0,4.0
ORD105218,11/06/2024, Electronics,Laptop Stand,South,In-Store,Credit Card,10,111.56,76.7,1115.6,39.0,5.0
ORD100565,14-Dec-2023,BEAUTY,Lipstick,East,Online,Net Banking,8 ,409.8,198.92,3278.4,,5.0
ORD109625,17/12/2024, Beauty,Sunscreen,East,Online,Cash,4,72.06,45.53,288.24,,4.0
ORD105295,14-Jan-2024,Sports,Football,West,In-Store,Credit Card,4,125.53,94.56,502.12,35.0,4.0
ORD107054,05/11/2024,TOYS,Board Game,East,In-Store,UPI,10,112.41,50.48,1124.1,71.0,5.0
ORD107555,18/04/2024,SPORTS,Dumbbell Set,,In-Store,Cash,5,$174.08,139.23,870.4,48.0,5.0
ORD110003,08-Aug-2024,HOME & KITCHEN,Blender,East,In-Store,Debit Card,5 ,34.79,18.4,173.95,47.0,
ORD100878,2023-09-21,beauty ,Shampoo,North,Online,Credit Card,5,$107.5,46.06,537.5,18.0,2.0
ORD103276,30-Oct-2024,HOME & KITCHEN,Non-stick Pan,South,In-Store,Debit Card,8 ,230.68,98.84,1845.44,30.0,3.0
ORD110058,2023-09-21,clothing ,Running Shoes,East,Online,UPI,9,171.15,133.05,1540.35,41.0,2.0
ORD100592,2024-04-13,Clothing,Summer Dress,Central,Online,Credit Card,8,323.07,183.67,2584.56,52.0,2.0
ORD104689,10/09/2024,ELECTRONICS,USB-C Hub,East,Online,Credit Card,4,200.55,125.48,802.2,44.0,5.0
ORD106369,26-Feb-2024, Clothing,Running Shoes,South,In-Store,,10,6.36,3.47,63.6,18.0,1.0
ORD107406,15/03/2024, Electronics,USB-C Hub,West,In-Store,UPI,8,,94.96,1740.16,37.0,4.0
ORD108375,10-05-2024,Sports,Yoga Mat,Central,Online,Credit Card,4,311.46,214.99,1245.84,38.0,3.0
ORD105211,2023-03-16,toys ,Building Blocks,,Online,Net Banking,3,146.3,75.94,438.9,48.0,5.0
ORD108938,05-22-2024,Clothing,Denim Jacket,South,Online,Net Banking,6,238.31,159.04,1429.86,26.0,2.0
ORD104537,12-Aug-2023,toys ,Puzzle Set,Central,In-Store,Debit Card,1,211.78,149.11,211.78,59.0,4.0
ORD103028,27/01/2024,TOYS,Board Game,West,Online,Debit Card,7,169.38,78.25,1185.66,38.0,5.0
ORD107397,19-Aug-2024, Toys,Building Blocks,North,Online,Cash,6,448.09,320.77,2688.54,39.0,
ORD104078,2024-11-28,Electronics,Bluetooth Speaker,East,Online,Cash,,417.26,174.31,3755.34,51.0,3.0
ORD108304,14/10/2023,toys ,Action Figure,Central,In-Store,Debit Card,7,120.28,71.12,841.96,62.0,5.0
ORD100216,05-21-2024,electronics ,Smartwatch,West,Online,UPI,4,416.16,327.11,1664.64,42.0,3.0
ORD100262,04-21-2024,HOME & KITCHEN,Blender,West,Online,Cash,8,81.84,38.69,654.72,21.0,2.0
ORD109124,05/07/2023,home & kitchen ,Storage Boxes,West,Online,Cash,8,372.5,224.1,2980.0,48.0,4.0
ORD101400,26-Apr-2024,,Non-stick Pan,Central,In-Store,UPI,2,$252.53,169.18,505.06,,1.0
ORD102874,10/09/2023,Sports,Cricket Bat,East,Online,Net Banking,4,396.72,250.94,1586.88,30.0,3.0
ORD106542,25/01/2023, Electronics,Smartwatch,West,In-Store,Debit Card,3 ,278.19,154.49,834.57,19.0,5.0
ORD105590,04-Aug-2023, Toys,Board Game,South,Online,Debit Card,4,90.23,38.52,360.92,32.0,1.0
ORD102770,09-Apr-2023,TOYS,Puzzle Set,Central,Online,,5,177.37,121.34,886.85,50.0,
ORD102693,17/09/2023,Electronics,Laptop Stand,West,In-Store,Debit Card,5 ,250.43,173.52,1252.15,68.0,4.0
ORD108640,2023-07-07, Sports,Resistance Bands,Central,In-Store,UPI,3,300.97,127.85,902.91,18.0,3.0
ORD100990,03/10/2023,beauty ,Lipstick,East,In-Store,Net Banking,7,352.56,165.24,2467.92,18.0,3.0
ORD102424,27-Aug-2023, Electronics,Wireless Mouse,Central,Online,Debit Card,9,79.5,47.81,715.5,34.0,5.0
ORD101598,2024-07-20,Clothing,Wool Sweater,North,In-Store,UPI,5,166.48,116.95,832.4,56.0,5.0
ORD102159,03-31-2024,SPORTS,Football,East,Online,Cash,10,$466.66,258.17,4666.6,42.0,4.0
ORD101494,06-Nov-2023,BEAUTY,Lipstick,South,In-Store,Cash,1,$302.47,205.21,302.47,51.0,3.0
ORD107729,11-Aug-2023, Sports,Cricket Bat,East,In-Store,Net Banking,8,390.03,306.2,3120.24,29.0,2.0
ORD105717,06-Oct-2023,Beauty,Perfume,West,Online,Credit Card,,301.39,236.43,1506.95,45.0,3.0
ORD108500,12-11-2023, Toys,Action Figure,North,Online,Cash,2 ,254.43,140.9,508.86,42.0,5.0
ORD108641,29-Aug-2024,SPORTS,Cricket Bat,East,In-Store,Debit Card,1,123.98,79.57,123.98,28.0,3.0
ORD105874,01-31-2023, Electronics,Bluetooth Speaker,West,Online,Debit Card,5,357.81,284.16,1789.05,18.0,1.0
ORD108825,2024-07-29, Beauty,Sunscreen,North,Online,Credit Card,7,183.69,122.2,1285.83,20.0,3.0
ORD109040,09-30-2023,Electronics,Wireless Mouse,East,In-Store,Debit Card,6,334.68,180.64,2008.08,50.0,5.0
ORD100499,27-Nov-2024,toys ,RC Car,East,In-Store,Cash,9 ,392.1,268.0,3528.9,36.0,2.0
ORD104294,29-Aug-2024,electronics ,Laptop Stand,South,In-Store,Debit Card,3,17.86,8.24,53.58,30.0,1.0
ORD103200,05-30-2024,beauty ,Sunscreen,South,Online,Cash,8,165.19,121.49,1321.52,32.0,1.0
ORD105719,01-25-2024,Sports,Cricket Bat,North,In-Store,Credit Card,3,65.76,40.51,197.28,18.0,
ORD103193,04/04/2024,Electronics,Bluetooth Speaker,North,In-Store,Net Banking,7,486.62,224.45,3406.34,32.0,4.0
ORD102332,26/01/2024, Home & Kitchen,Table Lamp,Central,Online,Net Banking,9 ,$263.32,113.14,2369.88,43.0,5.0
ORD106956,08-16-2024, Electronics,Laptop Stand,South,In-Store,Cash,9,$444.1,221.19,3996.9,18.0,4.0
ORD106051,2023-02-26,Clothing,Cotton T-Shirt,Central,In-Store,Debit Card,9,358.81,283.48,3229.29,50.0,4.0
ORD109048,06-14-2023,Electronics,Bluetooth Speaker,Central,Online,UPI,5 ,230.01,167.65,1150.05,47.0,
ORD100260,06/05/2024,Home & Kitchen,Non-stick Pan,West,Online,Cash,10 ,,226.07,3888.9,18.0,2.0
ORD106245,2024-08-18,clothing ,Summer Dress,West,Online,Net Banking,8,459.75,289.9,3678.0,18.0,1.0
ORD109573,2024-07-04, Sports,Resistance Bands,West,In-Store,,8,256.05,148.45,2048.4,38.0,3.0
ORD101903,12/08/2023,toys ,Action Figure,East,Online,Credit Card,7,400.23,273.31,2801.61,,4.0
ORD105267,2024-01-30,Clothing,Running Shoes,West,Online,UPI,1,$53.48,38.3,2351.28064613925,26.0,2.0
ORD103325,2024-03-09,TOYS,Action Figure,West,Online,Debit Card,7,469.22,197.75,3284.54,40.0,
ORD107453,19-Jul-2024,SPORTS,Cricket Bat,South,Online,Cash,9,386.32,222.55,3476.88,49.0,
ORD101698,01-Nov-2023,Electronics,Wireless Mouse,East,Online,Credit Card,4,85.86,37.93,343.44,18.0,2.0
ORD108956,12-15-2023,HOME & KITCHEN,Table Lamp,North,In-Store,Credit Card,2,373.3,238.0,746.6,19.0,1.0
ORD100756,07-09-2024,Electronics,Laptop Stand,South,Online,Credit Card,2,234.02,185.44,468.04,51.0,3.0
ORD107030,01-13-2023, Beauty,Perfume,North,Online,Cash,1,452.35,198.75,452.35,39.0,5.0
ORD100435,03/10/2024,,Bluetooth Speaker,East,Online,Cash,7,$104.92,70.23,734.44,,5.0
ORD101593,04-Oct-2024,SPORTS,Cricket Bat,South,Online,UPI,5,370.58,157.69,1852.9,30.0,5.0
ORD102714,06-Aug-2023,Clothing,Running Shoes,Central,Online,Net Banking,4,19.35,13.08,77.4,25.0,4.0
ORD102002,2024-08-06,toys ,Board Game,South,In-Store,UPI,6,232.67,149.56,1396.02,44.0,2.0
ORD106632,04/06/2023, Home & Kitchen,Non-stick Pan,East,In-Store,Credit Card,4 ,94.17,50.55,376.68,22.0,4.0
ORD106413,10/05/2024,sports ,Resistance Bands,South,Online,UPI,3,428.09,196.9,1284.27,23.0,3.0
ORD109912,14-Aug-2024, Sports,Resistance Bands,Central,In-Store,Cash,10,401.1,175.64,4011.0,31.0,3.0
ORD107592,2023-09-02,toys ,RC Car,East,In-Store,Net Banking,10,$355.77,201.54,3557.7,48.0,5.0
ORD106087,16/11/2024,beauty ,Face Serum,West,Online,Net Banking,7,473.5,334.34,3314.5,37.0,3.0
ORD100739,25-Jan-2024,clothing ,Wool Sweater,North,Online,Credit Card,1,492.09,253.6,492.09,42.0,4.0
ORD102606,2024-10-12,,Building Blocks,East,In-Store,Debit Card,1,$96.99,76.74,96.99,38.0,5.0
ORD102146,01-18-2023,,Perfume,East,Online,Cash,6,416.47,294.32,2498.82,23.0,4.0
ORD101918,27/01/2023,sports ,Cricket Bat,North,In-Store,Net Banking,1 ,155.02,101.58,155.02,45.0,5.0
ORD106463,25-Aug-2023, Toys,RC Car,South,In-Store,Cash,9,172.59,123.81,1553.31,41.0,2.0
ORD107583,23-Dec-2023,clothing ,Cotton T-Shirt,South,In-Store,,4,358.45,268.21,1433.8,18.0,1.0
ORD108929,10-22-2024,BEAUTY,Face Serum,East,In-Store,UPI,1,149.09,114.98,149.09,33.0,3.0
ORD100238,,clothing ,Running Shoes,East,In-Store,UPI,6,129.64,69.78,777.84,18.0,2.0
ORD105471,10-Nov-2023,ELECTRONICS,USB-C Hub,East,In-Store,UPI,5,259.52,145.98,1297.6,32.0,2.0
ORD103837,08/12/2023,electronics ,Wireless Mouse,North,Online,,2 ,332.57,228.96,665.14,24.0,2.0
ORD101133,21/02/2024, Toys,Board Game,Central,Online,,6,466.94,236.36,2801.64,,3.0
ORD103514,26/10/2023, Home & Kitchen,Table Lamp,West,In-Store,Credit Card,5 ,337.68,139.41,1688.4,42.0,
ORD101873,28/05/2023,HOME & KITCHEN,Bedsheet Set,North,In-Store,Cash,1,30.75,13.7,30.75,23.0,1.0
ORD100961,2024-05-02,beauty ,Sunscreen,Central,In-Store,Net Banking,7,316.97,158.28,2218.79,55.0,3.0
ORD105702,2023-09-13,TOYS,Building Blocks,West,Online,UPI,2,,285.19,931.56,19.0,2.0
ORD101876,20-Aug-2024,Toys,Building Blocks,South,In-Store,Net Banking,1,79.88,41.05,79.88,54.0,3.0
ORD102857,11-18-2024,ELECTRONICS,Smartwatch,East,Online,Credit Card,9,279.86,123.13,2518.74,55.0,3.0
ORD110198,17/11/2024,BEAUTY,Perfume,North,Online,Credit Card,7,363.79,241.64,2546.53,32.0,4.0
ORD108700,05-17-2024,Electronics,Smartwatch,West,In-Store,Cash,1,149.13,94.26,149.13,32.0,4.0
ORD102309,2023-09-09, Sports,Dumbbell Set,South,Online,Cash,7 ,146.2,72.47,1023.4,42.0,2.0
ORD104458,2024-08-10,Beauty,Shampoo,North,In-Store,Credit Card,5,390.77,211.79,1953.85,28.0,1.0
ORD110166,12-02-2024,HOME & KITCHEN,Blender,South,Online,Debit Card,8,272.54,208.16,2180.32,,4.0
ORD104639,2023-08-03,Sports,Dumbbell Set,North,Online,Cash,7,166.74,86.01,1167.18,38.0,3.0
ORD109755,03-26-2024,Toys,RC Car,,Online,Net Banking,1,48.63,35.06,48.63,18.0,4.0
ORD106537,05-Mar-2024,electronics ,Laptop Stand,North,Online,Cash,2,338.86,175.46,677.72,41.0,2.0
ORD103545,28-Jul-2024,Sports,Cricket Bat,Central,Online,UPI,4,391.84,180.5,1567.36,,3.0
ORD100061,2023-05-26,Sports,Yoga Mat,Central,Online,Debit Card,,7.51,3.49,37.55,29.0,5.0
ORD100423,15/05/2023,Home & Kitchen,Bedsheet Set,West,In-Store,Debit Card,2,171.82,125.7,343.64,22.0,
ORD102290,27-Apr-2024,Home & Kitchen,Storage Boxes,North,In-Store,Debit Card,5,436.31,348.86,2181.55,20.0,1.0
ORD102973,2024-05-31,home & kitchen ,Bedsheet Set,Central,Online,Debit Card,5,199.71,147.51,998.55,43.0,2.0
ORD105910,05-05-2024,BEAUTY,Face Serum,Central,In-Store,Debit Card,2,498.59,251.17,997.18,42.0,5.0
ORD104799,07-07-2024,Beauty,Sunscreen,Central,Online,Cash,4,$312.83,187.2,1251.32,47.0,3.0
ORD107308,2024-07-20,Home & Kitchen,Table Lamp,East,Online,Credit Card,5 ,310.89,209.29,1554.45,49.0,4.0
ORD104891,26-Jan-2023,electronics ,USB-C Hub,East,In-Store,Debit Card,10,373.81,284.84,3738.1,44.0,
ORD101358,2023-04-29, Sports,Dumbbell Set,North,Online,Net Banking,2,$496.29,246.29,992.58,38.0,2.0
ORD107637,08-25-2023, Toys,Board Game,West,Online,UPI,2,181.83,142.45,363.66,38.0,5.0
ORD101910,28/08/2024, Toys,Action Figure,West,In-Store,Credit Card,3,460.3,201.58,1380.9,57.0,4.0
ORD109078,15/08/2023,Toys,Building Blocks,Central,Online,Credit Card,4,,90.74,866.88,28.0,
ORD109477,12-12-2024,Beauty,Lipstick,South,Online,Debit Card,7,59.34,43.02,415.38,39.0,4.0
ORD109198,19-May-2024,BEAUTY,Sunscreen,South,Online,Credit Card,8,$185.6,147.2,65280.13282325278,42.0,2.0
ORD110152,2024-08-27,CLOTHING,Cotton T-Shirt,East,In-Store,Cash,4,$108.29,67.3,433.16,35.0,3.0
ORD105971,10/06/2023,home & kitchen ,Storage Boxes,South,Online,Net Banking,3,484.88,333.46,1454.64,39.0,3.0
ORD103436,10-18-2024, Electronics,USB-C Hub,Central,Online,,4,383.6,293.86,1534.4,,4.0
ORD105791,30/08/2024,sports ,Yoga Mat,South,Online,Debit Card,3,235.22,147.13,705.66,39.0,5.0
ORD104600,2024-08-10,clothing ,Running Shoes,North,Online,Debit Card,3,359.9,227.83,1079.7,35.0,3.0
ORD106953,2023-04-04,BEAUTY,Lipstick,West,Online,Cash,1,$5.49,4.1,5.49,40.0,5.0
ORD102773,2024-10-10,BEAUTY,Sunscreen,North,Online,Debit Card,4,76.92,40.5,307.68,46.0,4.0
ORD103274,21/07/2024,TOYS,Building Blocks,West,In-Store,Net Banking,3,240.58,188.07,721.74,47.0,4.0
ORD107024,02-10-2024, Sports,Football,Central,Online,Credit Card,6,27.46,12.15,164.76,43.0,
ORD104995,2024-04-19,HOME & KITCHEN,Blender,North,Online,Cash,1,374.5,288.76,374.5,24.0,3.0
ORD109736,12-10-2024, Home & Kitchen,Blender,Central,In-Store,Credit Card,8,265.37,170.32,2122.96,49.0,3.0
ORD102405,2023-12-04, Clothing,Running Shoes,,Online,Net Banking,9,472.33,252.4,4250.97,36.0,4.0
ORD105844,2024-10-28, Sports,Yoga Mat,East,Online,Cash,1,54.13,,54.13,57.0,3.0
ORD110263,14-Apr-2023,SPORTS,Yoga Mat,East,Online,Net Banking,8,289.32,187.31,2314.56,27.0,4.0
ORD101755,12-Feb-2024,CLOTHING,Wool Sweater,South,Online,Net Banking,5,398.81,182.08,1994.05,27.0,4.0
ORD105926,03-21-2024,ELECTRONICS,USB-C Hub,North,Online,Net Banking,4,369.8,280.59,1479.2,30.0,5.0
ORD104585,2024-07-07,beauty ,Sunscreen,South,In-Store,Net Banking,4,122.55,68.56,490.2,45.0,1.0
ORD109486,2023-03-31,toys ,Action Figure,South,Online,Net Banking,1,406.03,305.57,406.03,,4.0
ORD107262,27-Jul-2023,CLOTHING,Summer Dress,West,Online,Cash,1,192.72,137.44,192.72,46.0,5.0
ORD110278,2024-06-23,Electronics,Bluetooth Speaker,North,Online,Net Banking,10 ,435.29,195.03,4352.9,30.0,5.0
ORD101196,07-Jan-2024, Clothing,Wool Sweater,South,Online,Net Banking,9,457.96,229.19,4121.64,37.0,3.0
ORD109456,17-Mar-2024,CLOTHING,Running Shoes,East,Online,Net Banking,8,304.26,169.59,2434.08,52.0,1.0
ORD100981,2024-02-13,toys ,Board Game,,Online,Cash,1,118.65,53.04,118.65,26.0,
ORD103905,08/06/2023,Beauty,Face Serum,South,Online,Credit Card,8,$212.84,137.35,1702.72,25.0,4.0
ORD104269,01-Dec-2024,ELECTRONICS,USB-C Hub,North,In-Store,Net Banking,,$325.07,175.63,1300.28,29.0,5.0
ORD104052,02/02/2023, Sports,Football,West,Online,Net Banking,7,51.94,27.98,363.58,28.0,2.0
ORD106864,27-Mar-2024,Sports,Resistance Bands,Central,In-Store,Net Banking,2 ,,,773.66,40.0,5.0
ORD100378,2024-04-19,clothing ,Running Shoes,West,In-Store,UPI,6 ,,248.3,2290.26,40.0,5.0
ORD105626,25-Nov-2024,Clothing,Denim Jacket,South,Online,Debit Card,4,11.02,7.19,44.08,28.0,3.0
ORD105566,26/01/2023,sports ,Cricket Bat,West,In-Store,UPI,9,441.36,338.13,3972.24,28.0,4.0
ORD104195,08-Feb-2024,Sports,Resistance Bands,North,In-Store,Debit Card,10,473.88,370.41,4738.8,29.0,4.0
ORD107150,19/08/2023,TOYS,Board Game,South,Online,Net Banking,4,15.33,9.88,61.32,44.0,5.0
ORD107098,07-11-2023,Beauty,Sunscreen,West,In-Store,Credit Card,5,202.53,99.24,1012.65,53.0,4.0
ORD110436,02/02/2024, Clothing,Denim Jacket,West,In-Store,,1,379.8,202.13,379.8,38.0,
ORD107275,15/06/2024,Toys,Building Blocks,Central,In-Store,Cash,3,230.65,143.72,691.95,53.0,5.0
ORD109361,10-16-2023, Electronics,Bluetooth Speaker,South,In-Store,Debit Card,7,384.47,302.63,2691.29,36.0,4.0
ORD101448,08/04/2024,Electronics,USB-C Hub,Central,Online,Debit Card,5 ,106.1,60.21,530.5,29.0,5.0
ORD104513,2023-02-04, Clothing,Summer Dress,North,Online,UPI,10,363.25,,3632.5,42.0,3.0
ORD102131,05-21-2024,SPORTS,Cricket Bat,North,In-Store,Credit Card,5,352.8,276.03,1764.0,43.0,4.0
ORD105694,05-Oct-2023,ELECTRONICS,Wireless Mouse,Central,In-Store,Debit Card,7,61.3,44.85,429.1,,3.0
ORD108457,06/05/2023,electronics ,Laptop Stand,South,In-Store,Net Banking,6,$265.91,184.42,1595.46,43.0,2.0
ORD105549,2024-09-05,Electronics,USB-C Hub,East,In-Store,Cash,3,436.6,344.5,1309.8,45.0,1.0
ORD103174,2023-06-17,sports ,Yoga Mat,Central,In-Store,Net Banking,7,75.32,51.36,527.24,36.0,4.0
ORD107820,31-May-2023,SPORTS,Resistance Bands,East,Online,Net Banking,4,252.61,153.53,1010.44,55.0,2.0
ORD109696,02-15-2023,Beauty,Perfume,West,In-Store,Net Banking,4,194.72,152.2,778.88,43.0,5.0
ORD106666,2024-05-05,toys ,RC Car,Central,In-Store,Credit Card,10,20.66,15.92,206.6,29.0,5.0
ORD102291,04-May-2024,BEAUTY,Face Serum,West,In-Store,UPI,4,116.48,58.57,465.92,58.0,3.0
ORD106917,04/12/2024,CLOTHING,Cotton T-Shirt,South,In-Store,Net Banking,2 ,181.49,140.88,362.98,48.0,3.0
ORD100235,2024-10-13,electronics ,USB-C Hub,North,Online,Net Banking,6 ,399.66,183.83,2397.96,26.0,5.0
ORD106540,07-20-2023,toys ,Building Blocks,South,Online,Cash,3,324.9,249.95,974.7,44.0,2.0
ORD100728,22/06/2023,TOYS,Board Game,Central,Online,Net Banking,,324.68,212.59,2597.44,31.0,1.0
ORD106038,06-18-2023,,Football,West,Online,Credit Card,7,$17.02,12.42,119.14,18.0,4.0
ORD102061,2023-06-25, Toys,Board Game,,Online,UPI,5,171.99,74.97,859.95,40.0,3.0
ORD101006,30-Jul-2023,Sports,Yoga Mat,West,In-Store,UPI,4 ,325.92,140.03,1303.68,52.0,
ORD102225,07-23-2024,toys ,Board Game,West,Online,Cash,2,30.0,12.53,60.0,18.0,4.0
ORD102630,06-Jan-2024,CLOTHING,Running Shoes,East,In-Store,Credit Card,6,431.23,184.54,2587.38,26.0,2.0
ORD107665,08/05/2023,Beauty,Perfume,West,Online,Credit Card,9,265.83,108.21,2392.47,43.0,
ORD109674,2024-10-09,beauty ,Shampoo,East,Online,Net Banking,2,439.31,336.14,878.62,20.0,1.0
ORD102755,08/12/2024, Sports,Cricket Bat,Central,In-Store,Net Banking,2,320.54,199.17,641.08,53.0,4.0
ORD105472,17/10/2023, Beauty,Sunscreen,,Online,Cash,1,27.18,21.28,27.18,44.0,2.0
ORD101782,12-Dec-2024,Electronics,Laptop Stand,Central,Online,Debit Card,2,422.26,,844.52,50.0,2.0
ORD101152,11-12-2024,Electronics,Laptop Stand,North,Online,Credit Card,9,268.07,138.1,2412.63,18.0,4.0
ORD105531,07-30-2023,Sports,Resistance Bands,East,In-Store,Net Banking,8,209.69,121.02,1677.52,49.0,3.0
ORD100083,22/11/2024, Sports,Cricket Bat,East,In-Store,Cash,2 ,352.47,253.19,704.94,51.0,4.0
ORD102291,04-May-2024,BEAUTY,Face Serum,West,In-Store,UPI,4,116.48,58.57,465.92,58.0,3.0
ORD107539,02-12-2024, Home & Kitchen,Table Lamp,Central,In-Store,Net Banking,5,469.01,189.54,2345.05,37.0,4.0
ORD109049,20-May-2024,toys ,Board Game,West,In-Store,UPI,8,414.55,182.48,3316.4,150.0,1.0
ORD101141,12-Feb-2023,Home & Kitchen,Table Lamp,Central,In-Store,Net Banking,10,35.6,,356.0,,3.0
ORD107640,26-May-2023,Toys,Building Blocks,West,Online,UPI,8 ,335.43,264.96,2683.44,56.0,5.0
ORD107251,2024-10-11,,Smartwatch,Central,Online,Credit Card,8,389.57,270.75,3116.56,61.0,1.0
ORD103779,2023-09-14,home & kitchen ,Storage Boxes,South,Online,Net Banking,6,130.08,69.06,780.48,42.0,4.0
ORD102571,2024-06-15,Electronics,Bluetooth Speaker,Central,In-Store,UPI,4,259.89,121.7,1039.56,58.0,5.0
ORD102160,08-07-2024,Toys,RC Car,North,Online,Credit Card,1,366.11,,366.11,37.0,3.0
ORD106279,23/07/2024,SPORTS,Football,North,Online,Cash,3,159.73,122.1,479.19,58.0,4.0
ORD108621,03-08-2024,Beauty,Sunscreen,Central,Online,Net Banking,4,122.36,55.69,489.44,31.0,
